,상호명,상권업종대분류명,표준산업분류명,시군구명,도로명주소,경도,위도
1789,대진슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 구덕로185번길 34-29,129.017755591563,35.101840056301
1790,미니슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 사하로 1-2,128.989446870239,35.0864620038196
1791,에덴식육점,소매,육류 소매업,사하구,부산광역시 사하구 낙동대로563번안길 47,128.963433799027,35.1115593936131
1792,무지개스토아,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 거제천로230번길 61,129.082825263842,35.1892521841629
1793,장림식품,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 다대로271번길 3,128.977856938573,35.0783171225035
1794,슈퍼마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 해돋이로165번길 9,129.018563596571,35.091845702957
1795,화성슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 두송로 192-1,128.987832219738,35.0698711839426
1796,동화마트,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 동대로 30,129.018673809101,35.1183370354064
1797,백세건강지킴이,소매,건강 보조식품 소매업,사하구,부산광역시 사하구 원양로 368-3,129.00728915282,35.0837911642283
1798,제일슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 장림시장5길 204,128.970293144633,35.0794325266793
1799,K마트,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 초장로 26,129.020185192944,35.0943650194793
1800,킹마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 마하로 36,128.982964459832,35.1028031791209
1801,의성상회,소매,조리 반찬류 소매업,사하구,부산광역시 사하구 괴정로 246,128.988285717741,35.0965672496776
1802,서원탑훼미리마트,소매,슈퍼마켓,사하구,부산광역시 사하구 낙동대로451번길 34,128.969855019627,35.1035577723264
1803,두배로마트,소매,슈퍼마켓,사하구,부산광역시 사하구 다대로 694-2,128.96549188168,35.0488407733508
1804,부산상회,소매,기타 식료품 소매업,서구,부산광역시 서구 구덕로286번길 45,129.020549738049,35.1104159575287
1805,햇님상회,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 해돋이로400번길 19,129.011662779375,35.1085073590846
1806,펀지라인,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 구남로41번길 7,129.161656123708,35.1610927153845
1807,거제상회,소매,"신선, 냉동 및 기타 수산물 소매업",서구,부산광역시 서구 충무대로256번길 13,129.024770785378,35.0935871979904
1808,한영상사,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 하신중앙로 210,128.962331839424,35.0971365856771
1809,파워C-마트,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 보수대로258번길 15,129.017295235035,35.1177536876753
1810,킴스plus할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 만덕3로 55,129.029685665381,35.2113129332145
1811,석이네슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 천마로 111,129.022448368794,35.0858907713528
1812,신세대탑할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로277번길 85,128.981449436419,35.0761427434526
1813,김천상회,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 엄광로 140,129.030250502914,35.1473002863971
1814,요양원매점,소매,음료 소매업,서구,부산광역시 서구 아미로12번길 16-1,129.012706825196,35.0980243198397
1815,부경,소매,건강 보조식품 소매업,서구,부산광역시 서구 구덕로328번길 49,129.018706926095,35.1139469283031
1816,가덕수산,소매,"신선, 냉동 및 기타 수산물 소매업",강서구,부산광역시 강서구 가덕해안로2번나길 12,128.838163319382,35.0744953411005
1817,서울떡방아간,음식,떡류 제조업,사하구,부산광역시 사하구 비봉로 23,128.963857918229,35.0972686892649
1818,마루떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 까치고개로 19,129.004398981104,35.1038624242799
1819,털보네유통,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 엄광로495번길 28,129.051690973684,35.1436096650959
1820,부산떡방아간,음식,떡류 제조업,서구,부산광역시 서구 대영로74번길 8,129.019339514082,35.1101286768946
1821,미니슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로 273,128.97758938958,35.0779497007391
1822,정관장홍삼,소매,건강 보조식품 소매업,서구,부산광역시 서구 구덕로 284-1,129.018410325079,35.1095055042911
1823,경남제일유통,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 가야대로 635-12,129.041691945686,35.1563876781106
1824,강서마트,소매,슈퍼마켓,사하구,부산광역시 사하구 낙동남로 1406,128.965582285374,35.1058453994704
1825,두경상사,소매,음료 소매업,사하구,부산광역시 사하구 괴정로260번길 64-4,128.988359400792,35.0944934105144
1826,서원탑훼미리부강점,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 구덕로193번길 26,129.018483800374,35.1021854887234
1827,충무건어물,소매,건어물 및 젓갈류 소매업,사하구,부산광역시 사하구 다대로134번길 11,128.977457528138,35.0907958659845
1828,농심가제일슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 충무대로 35-1,129.016581429725,35.0788189798369
1829,신평상회,소매,음료 소매업,사하구,부산광역시 사하구 다대로130번길 12,128.977648465977,35.091172918747
1830,일성슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 부용로 12,129.016774373607,35.1085006507689
1831,파워-C마트,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 절영로 504,129.070789551567,35.0709519407444
1832,떡의궁전,음식,떡류 제조업,사하구,부산광역시 사하구 괴정로 111,128.976266020244,35.1021632189142
1833,천마럭키슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 천해로 38,129.01557608511,35.084407115605
1834,장평중학교매점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 사하로 134-1,128.994494961409,35.0939835239696
1835,삼원커피,소매,기타 식료품 소매업,기장군,부산광역시 기장군 장안읍 월내해안길 95,129.279711297463,35.3266089513502
1836,미미떡집,음식,떡류 제조업,서구,부산광역시 서구 대영로 72-1,129.019178355702,35.1104004528091
1837,화령식품,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 해돋이로 71,129.020479221309,35.0853935569237
1838,하성상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 옥천로 75,129.009149797649,35.0932945539276
1839,하나마트,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 까치고개로198번길 6,129.017541036751,35.0995793317655
1840,미니수퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 장림시장10길 41,128.967696713343,35.0796335550269
1841,떡사랑,음식,떡류 제조업,사하구,부산광역시 사하구 윤공단로14번길 91,128.970640713848,35.0587783611169
1842,아름슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 윤공단로 78,128.968907819089,35.058711087406
1843,N.L할인매장,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동남로1423번길 127,128.963939208567,35.1116274884682
1844,자유마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 을숙도대로709번길 31,128.984808538155,35.0874101855284
1845,소망슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 감천로139번길 30,129.006538655613,35.0878627449131
1846,개나리슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로134번길 68,128.976581756263,35.0918485578253
1847,제일내과가정의학과건강식품,소매,건강 보조식품 소매업,서구,부산광역시 서구 까치고개로 202,129.017806259262,35.0997393584006
1848,약산샘물중구,소매,음료 소매업,사하구,부산광역시 사하구 사하로141번길 92,128.988208172804,35.0955943610821
1849,동부육일마트,소매,슈퍼마켓,사하구,부산광역시 사하구 장평로71번길 50,128.971103871285,35.0710429002201
1850,우리동네MART,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동대로 512,128.966235412782,35.1100678006562
1851,성화상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 동매로 120,128.971550411851,35.1013087045692
1852,이마트24부산다대,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 윤공단로 24,128.967951946583,35.0548155890778
1853,서울슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 대영로89번길 33-1,129.020315033572,35.1127074961088
1854,금호식품,소매,육류 소매업,강서구,부산광역시 강서구 녹산화전로 283,128.872246492483,35.1119793783395
1855,태림얼음,소매,음료 소매업,사하구,부산광역시 사하구 다대로 109,128.979505830027,35.0924199023398
1856,영도슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 장림시장6길 27,128.965791854632,35.0808295900177
1857,대지슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로135번길 26,128.97910628774,35.0911070714217
1858,강서할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 대티로 80,129.007977778602,35.1067803160031
1859,재영떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 사하로198번길 49,128.996141516297,35.1004150685764
1860,산리협동조합,소매,기타 식료품 소매업,중구,부산광역시 중구 영주로 21,129.031419767351,35.1094856558668
1861,평화연쇄점,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 구덕로199번길 5,129.019561959119,35.1024468478833
1862,제일슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동대로 122-8,129.002350808896,35.1041047267971
1863,반찬,소매,조리 반찬류 소매업,사하구,부산광역시 사하구 장림시장5길 98,128.967727156891,35.080354441877
1864,한양플러스,소매,음료 소매업,사하구,부산광역시 사하구 감천로117번길 35,129.00451036456,35.0887989998731
1865,동황토산,소매,슈퍼마켓,영도구,부산광역시 영도구 해양로 114,129.066841935773,35.0944953022496
1866,무지개슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 대티로 117,129.009374139144,35.1097162898121
1867,부성미니슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 낙동대로 1-1,129.011917621434,35.1104883205543
1868,은혜식품,소매,기타 식료품 소매업,사하구,부산광역시 사하구 다송로 58,128.982930724017,35.0625104059821
1869,고려인삼,소매,건강 보조식품 소매업,서구,부산광역시 서구 대영로 78,129.019726100215,35.1103417623474
1870,조경숙가정의학과소아과의원,소매,건강 보조식품 소매업,사하구,부산광역시 사하구 하신중앙로 300-1,128.96358312845,35.1037429944191
1871,탑훼밀리마트,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 까치고개로 99,129.011490347953,35.104317267858
1872,삼양슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 까치고개로 120-4,129.010712445769,35.1026110864265
1873,초원슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 까치고개로 151,129.012979310106,35.1005459781545
1874,신앙촌상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 괴정로270번길 13,128.99107882216,35.0962650145345
